Station,mean,sum,count
MCNICOLL AND MIDLAND,12.25,147,12
MCNICOLL AND MILIKEN,15.0,15,1
MCNICOLL AND MILLIKEN,15.0,15,1
MCNICOLL AND MOGUL,10.0,10,1
MCNICOLL AND MOGUL DRI,218.0,218,1
MCNICOLL AND MORBANK,22.0,22,1
MCNICOLL AND PHARMACY,7.25,29,4
MCNICOLL AND PICOLA,5.0,10,2
MCNICOLL AND PLACER,18.0,18,1
MCNICOLL AND SEXTON,14.0,14,1
MCNICOLL AND SHADY HOL,14.0,14,1
MCNICOLL AND SILVER SP,49.0,49,1
MCNICOLL AND SILVER ST,14.0,42,3
MCNICOLL AND STATE CRO,22.0,22,1
MCNICOLL AND TAPSCOTT,15.0,15,1
MCNICOLL AND VICTORIA,38.029411764705884,1293,34
MCNICOLL AND WARDEN,26.055555555555557,469,18
MCNICOLL AVE,8.0,8,1
MCNICOLL DIVISION,7.6,76,10
MCNICOLL GARAGE,10.096551724137932,1464,145
MCNICOLL GARAGE - TRAC,15.0,15,1
MCNICOLL GARAGEQ,17.0,17,1
MCNICOLL PARKING LOT,0.0,0,1
MCOWAN AND MCNICOLL,94.0,94,1
MCRAE AND LAIRD,12.0,24,2
MCRAE AND SUTHERLAND,0.0,0,1
MDILAND AND TREEWOOD,25.0,25,1
MEADAOWVALE AND SHEPPA,24.0,24,1
MEADOVALE LOOP,13.0,13,1
MEADOVWALE AND SHEPPAR,0.0,0,1
MEADOVWALE LOOP,23.0,46,2
MEADOWALE AND DEAN PAR,8.0,8,1
MEADOWGLEN PL AND BRIM,10.0,10,1
MEADOWVALE AND 401,7.0,21,3
MEADOWVALE AND CLARESH,12.0,12,1
MEADOWVALE AND DEAN PA,9.0,18,2
MEADOWVALE AND ELLESEM,10.0,10,1
MEADOWVALE AND ELLESME,10.0,100,10
MEADOWVALE AND EUCLID,12.0,12,1
MEADOWVALE AND GENERAT,11.6,58,5
MEADOWVALE AND HWY 401,150.0,150,1
MEADOWVALE AND KINGSTO,13.333333333333334,40,3
MEADOWVALE AND LAVERY,10.0,10,1
MEADOWVALE AND SHEPPAR,22.100775193798448,2851,129
MEADOWVALE AND ZOO,9.142857142857142,64,7
MEADOWVALE BUS LOOP,6.0,6,1
MEADOWVALE LOOP,14.789915966386555,1760,119
MEADOWVALE LOOP (SHEPP,0.0,0,1
MEADOWVALE LOOP - MEAD,9.5,19,2
MEADOWVALE LOOP AND SH,10.333333333333334,62,6
MEADOWVALE LOOP AT SHE,13.0,26,2
MEADOWVALE LOOP- SHEPP,0.0,0,1
MEADOWVALE N OF SHEPPA,12.0,12,1
MEADOWVALE STOP,6.0,6,1
MEADOWVALES LOOP,18.0,18,1
MEADOWVALLE LOOP,12.0,12,1
MEADOWVILLE AND SHEPPA,13.0,13,1
MEADOWVLE AND LAVERY,12.0,12,1
MEDOWVALE AND SHEPPARD,5.0,10,2
MELINDA AND YONGE,0.0,0,1
MERRICK AND INDIAN,8.0,8,1
MERTON AND MT. PLEASAN,20.0,20,1
METRO TORONTO ZOO,13.5,81,6
METRO ZOO,10.0,10,1
METROGATE AND VILLAGE,20.0,20,1
METROPOLITAN AND WARDE,40.0,40,1
MICHAEL POWER SCHOOL,5.0,5,1
MIDALND AND SHEPPARD,20.0,20,1
MIDDLAND AND EGLINTON,0.0,0,1
MIDDLEFEILD AND STEELE,17.0,17,1
MIDDLEFIED AND MCCOWAN,0.0,0,1
MIDDLEFIELD AND ABOR L,20.0,20,1
MIDDLEFIELD AND COMPAS,27.5,55,2
MIDDLEFIELD AND FINCH,24.666666666666668,74,3
MIDDLEFIELD AND MCCOWA,0.0,0,1
MIDDLEFIELD AND MCNICO,25.666666666666668,77,3
MIDDLEFIELD AND NASHDE,32.0,32,1
MIDDLEFIELD AND NEWMIL,30.0,30,1
MIDDLEFIELD AND OPPOSI,30.0,30,1
MIDDLEFIELD AND PASSMO,69.0,276,4
MIDDLEFIELD AND RICHMO,25.0,25,1
MIDDLEFIELD AND SCOTTF,22.0,22,1
MIDDLEFIELD AND STEELE,37.63636363636363,828,22
MIDDLEFIELD LOOP,17.0,136,8
MIDDLEFIELD LOOP (NORT,24.0,24,1
MIDDLEWOOD AND OVERLEA,0.0,0,1
MIDLAN AND STEELES,10.0,10,1
MIDLAND AND 401,12.5,25,2
MIDLAND AND ARTILLERY,18.0,36,2
MIDLAND AND AYLESWORTH,0.0,0,1
MIDLAND AND BAYLAWN,12.0,12,1
MIDLAND AND BENJAMIN,16.0,16,1
MIDLAND AND BOARHILL,20.0,40,2
MIDLAND AND BROADBENT,10.25,41,4
MIDLAND AND BROCKLEY,35.666666666666664,107,3
MIDLAND AND CANADINE,12.0,12,1
MIDLAND AND COPTHORNE,16.0,32,2
MIDLAND AND COSENTINO,11.0,22,2
MIDLAND AND DANFORTH,47.5,475,10
MIDLAND AND DANFORTH R,13.0,26,2
MIDLAND AND DORCOT,18.5,185,10
MIDLAND AND DUXBURY,13.5,27,2
MIDLAND AND EGLINGTON,15.0,15,1
MIDLAND AND EGLINTON,18.40650406504065,2264,123
MIDLAND AND ELLESMERE,28.85148514851485,2914,101
MIDLAND AND ELLLESMERE,12.0,12,1
MIDLAND AND EMBLEM,22.0,22,1
MIDLAND AND FINCH,17.285714285714285,484,28
MIDLAND AND GILDER,17.666666666666668,53,3
MIDLAND AND HAGLEY,18.0,18,1
MIDLAND AND HAVENDALE,9.333333333333334,28,3
MIDLAND AND HUNTINGWOO,86.25,690,8
MIDLAND AND KENNEDY,5.0,5,1
MIDLAND AND KILCULLEN,16.0,48,3
MIDLAND AND KINGSTON,186.0,186,1
MIDLAND AND LAWENCE,15.0,15,1
MIDLAND AND LAWRENCE,18.218487394957982,2168,119
MIDLAND AND LAWRENCE A,15.0,15,1
MIDLAND AND LORD ROBER,12.142857142857142,85,7
MIDLAND AND MARCO,12.0,12,1
MIDLAND AND MARCOS,117.66666666666667,353,3
MIDLAND AND MCNICOLL,37.4375,599,16
MIDLAND AND MIDWEST,37.8,378,10
MIDLAND AND MIDWEST (,11.0,11,1
MIDLAND AND MIDWEST (S,12.0,12,1
MIDLAND AND MIDWEST S,12.0,12,1
MIDLAND AND MILLBRIDGE,56.857142857142854,398,7
MIDLAND AND MILLIKEN,20.0,20,1
MIDLAND AND MONTGOMERY,24.0,24,1
MIDLAND AND NORBURY,49.0,49,1
MIDLAND AND PARK,16.375,131,8
MIDLAND AND PASSMORE,49.42857142857143,346,7
MIDLAND AND PITFIELD,20.0,40,2
MIDLAND AND PITFILED,12.0,12,1
MIDLAND AND PRIDENTIAL,15.0,15,1
MIDLAND AND PROGRESS,35.0,175,5
MIDLAND AND PRUDENTIAL,10.4,52,5
MIDLAND AND ROMULUS,12.454545454545455,137,11
MIDLAND AND ROMULUS DR,8.0,8,1
MIDLAND AND RURAL,10.0,10,1
MIDLAND AND S SHIELDS,10.0,10,1
MIDLAND AND SALOME,5.333333333333333,16,3
MIDLAND AND SHEPPARD,20.975,839,40
MIDLAND AND SILVER STA,13.25,53,4
MIDLAND AND SLEELES,10.0,10,1
MIDLAND AND SOUTH SHIE,5.0,5,1
MIDLAND AND ST CLAIR,10.0,10,1
MIDLAND AND ST. CLAIR,25.0,25,1
MIDLAND AND STANSBURY,111.6,558,5
MIDLAND AND STEELES,29.27027027027027,2166,74
MIDLAND AND STEELES (S,6.0,12,2
MIDLAND AND STEELES TO,0.0,0,1
MIDLAND AND TARA,3.6,18,5
MIDLAND AND TARA (BETW,80.0,80,1
MIDLAND AND TOWN HAVEN,0.0,0,1
MIDLAND AND TREEWOOD,13.0,39,3
MIDLAND AND VERDUN,77.25,309,4
MIDLAND AND WAINFLEET,17.142857142857142,120,7
MIDLAND AND WEYBRIGHT,13.5,27,2
MIDLAND AND WILKIE,22.0,22,1
MIDLAND AND WILKIE AVE,30.0,30,1
MIDLAND AND WOLFE,16.0,16,1
MIDLAND AVENUE AND KIL,16.0,16,1
MIDLAND MCNICOLL,16.0,16,1
MIDLAND MIDWEST,8.0,8,1
MIDLAND SOUTH OF ELLES,15.0,15,1
MIDLAND STEELES,10.0,10,1
MIDLAND TO KENNEDY STA,10.0,10,1
MIDLANT AND LAWRENCE,12.0,12,1
MIDLLAND AND SHEPPARD,15.0,15,1
MIITARY TRAIL AND MORN,16.0,16,1
MILATARY TRAIL AND ELL,22.0,22,1
MILDAND AND ELLESMERE,27.0,27,1
MILDAND AND STEELES,10.0,10,1
MILDWOOD AND OVERLEA T,0.0,0,1
MILFORD HAVEN AND NEWA,0.0,0,1
MILIKEN AND FINCH,0.0,0,1
MILIKEN BLVD,13.0,13,1
MILILTARY TRAIL AND EL,81.0,81,1
MILITARY AND MORNINGSI,24.0,24,1
MILITARY TR AND PAN AM,20.0,20,1
MILITARY TRAIL AND CON,16.333333333333332,49,3
MILITARY TRAIL AND ELL,17.875,286,16
MILITARY TRAIL AND GLA,15.0,15,1
MILITARY TRAIL AND MOR,54.61904761904762,1147,21
MILITARY TRAIL AND OLD,11.666666666666666,35,3
MILITARY TRAIL AND PAN,18.0,90,5
MILITARY TRAIL AND UNI,9.0,27,3
MILITARY TRAIL AND UOF,15.0,15,1
MILITARY TRAIL LOOP (U,6.0,6,1
MILITARY TRAIL U OF T,10.0,10,1
MILITARY TRAILA ND MOR,5.0,5,1
MILITARYTRAIL AND ELLE,15.0,15,1
MILITRAY TRAIL AND ELL,12.0,12,1
MILL AND BURNHAMTHORPE,14.0,42,3
MILL AND BURNHAMTHROPE,20.0,20,1
MILL AND CHERRY,26.8,134,5
MILL AND COOPERAGE (E,18.0,18,1
MILL AND PARLIAMENT,63.5,127,2
MILL AND RATHBURN,20.5,164,8
MILL AND TANNERY,52.5,105,2
MILL AND TRINITY,15.0,60,4
MILL AT BURNHAMTHORPE,20.0,20,1
MILL LOOP,19.5,39,2
MILL RD AND BURNHAMTHO,14.0,14,1
MILL RD AND RATHBURN,30.0,30,1
MILL RD AND TOLEDO,16.0,16,1
MILL RD LOOP,20.5,82,4
MILL ROAD LOOP,22.4,224,10
MILLAND AND OVERLEA,8.0,8,1
MILLER AND MARKHAM,0.0,0,2
MILLIKEN AND MCNICOLL,6.0,6,1
MILLIKEN AND TROJAN,7.0,7,1
MILLIKEN GO,16.0,16,1
MILLIKEN GO STATION,13.75,55,4
MILLNER AND MARKHAM,0.0,0,1
MILLWAY AVE AND NEW PA,0.0,0,1
MILLWOOD AAND OVERLEA,0.0,0,1
MILLWOOD AN OVERLEA,0.0,0,1
MILLWOOD AND DON MILLS,16.666666666666668,50,3
MILLWOOD AND DONLANDS,5.75,23,4
MILLWOOD AND LAIRD,45.333333333333336,136,3
MILLWOOD AND MCRAE,15.0,15,1
MILLWOOD AND OVERLEA,4.333333333333333,286,66
MILLWOOD AND OVERLEA B,10.0,10,1
MILLWOOD AND OVERLEA T,0.0,0,4
MILLWOOD AND OVERLEAD,0.0,0,1
MILLWOOD AND OVERLEY T,0.0,0,1
MILLWOOD AND OVERLY TO,0.0,0,1
MILLWOOD AND PAPE,5.0,10,2
MILLWOOD AND RANDOLPH,26.0,52,2
MILLWOOD AND REDWAY,12.0,36,3
MILLWOOD AND SOUTHVALE,49.5,99,2
MILLWOOD BRIDGE,40.0,280,7
MILLWOOD OVERLEA,0.0,0,1
MILLWOOD OVERLEA TO DO,0.0,0,1
MILLWOOD RD AND PAPE,0.0,0,1
MILLWOOD RD BETWEEN PA,0.0,0,1
MILNER AND BURROWS HAL,24.0,72,3
MILNER AND CINEMART,20.0,80,4
MILNER AND EXECUTIVE,44.0,44,1
MILNER AND MARKHAM,18.11111111111111,326,18
MILNER AND MCCOWAN,36.0,396,11
MILNER AND MID-DOMINIO,22.0,22,1
MILNER AND MURISON,10.0,10,1
MILNER AND NEILSON,11.0,22,2
MILNER AND PROGRESS,19.375,155,8
MILNER AND SCUNTHORPE,17.25,69,4
MILNER ANDMARKHAM,25.0,25,1
MILNER AVE AND MARKHAM,30.0,30,1
MILTARY TRAIL AND ELLE,5.0,5,1
MILVAN AND FINCH,9.0,9,1
MILVAN AND MILLWICK,15.0,15,1
MILVAN AND PENN,41.625,333,8
MILVAN AND PENN DR,13.0,26,2
MILVAN AND TORYORK,20.0,20,1
MILWOD AND SOUTHWALVE,0.0,0,1
MILWOOD AND DONLANDS,11.0,11,1
MILWOOD AND MCRAE,26.0,26,1
MILWOOD AND OVERLEA,1.5,9,6
MILWOOD AND OVERLEA T,0.0,0,1
MILWOOD AND OVERLEA TO,0.0,0,2
MILWOOD AND PAPE,15.0,15,1
MILWOOD RD - PAPE AVEN,0.0,0,1
MILWOOD SNF OVERLEA,23.0,23,1
MIMICO AND LAKE SHORE,9.75,78,8
MIMICO AND LAKESHORE,8.666666666666666,104,12
MIMICO AND LAKESHORE B,10.5,21,2
MIMICO AND ROYAL YORK,9.5,57,6
MINGAY (MARKHAM TO HAM,752.0,752,1
MINGAY AND CASTLEMORE,0.0,0,1
MINGAY AND MAJOR MCKEN,30.0,30,1
MINGAY AND MAKOR MACKE,20.0,20,1
MIORNIGNSIDE AND JOHN,7.0,7,1
MISLAND AND STEELES,12.0,12,1
MM8P+85,12.0,12,1
MOANINGSIDE AND MORNIN,15.0,15,1
MONINGSIDE AND TAMS,8.0,8,1
MONTRESSOR AND TROON,25.0,25,1
MOORE AND BAYVIEW,194.0,194,1
MOORE AND BRENDAN,24.666666666666668,74,3
MOORE AND LUMLEY,27.0,27,1
MOORE AND ORCHARD GREE,25.0,25,1
MOORE AND WELLAND,285.0,285,1
MOORE AND YONGE,30.0,30,1
MOORE PARK AND YONGE,37.285714285714285,261,7
MORE PARK AND YONGE,25.0,25,1
MORECAMBE AND VICTORIA,15.0,15,1
MORINGSIDE AND FINCH,6.5,13,2
MORISH AND ELLESMERE,8.0,8,1
MORNIGSIDE AND PAN AM,108.0,108,1
MORNIGSIDE AND RUNNYME,10.0,10,1
MORNIGSIDE AND SHEPPAR,8.0,8,1
MORNIGSIDE AND TAMS RD,8.0,8,1
MORNING SIDE AND LAWRE,10.0,10,1
MORNING SIDE AND SHEPP,8.0,8,1
MORNING STAR AND AIRPO,95.0,95,1
MORNING STAR AND GOREW,21.5,43,2
MORNING STAR AND HIGHW,11.0,11,1
MORNING VIEW AND OLD F,8.0,8,1
MORNING VIEW TRAIL AND,20.0,20,1
MORNINGDEW AND MORNING,20.0,20,1
MORNINGIDE AND STAINES,0.0,0,1
MORNINGISDE AND FINCH,14.0,28,2
MORNINGISDE AND KINGST,25.0,25,1
MORNINGISDE AND NIGHTS,15.0,15,1
MORNINGISDE AND PASSMO,16.0,16,1
MORNINGISDE AND SHEPPA,8.0,8,1
MORNINGISDE AND STAINE,9.0,9,1
MORNINGISDE AND WINDER,5.0,5,1
MORNINGSIDE (AMAZON WA,8.0,8,1
MORNINGSIDE AND (SOUTH,8.0,8,1
MORNINGSIDE AND 401,8.5,17,2
MORNINGSIDE AND 401 RA,7.0,7,1
MORNINGSIDE AND BEATH,4.0,8,2
MORNINGSIDE AND CASERD,17.0,17,1
MORNINGSIDE AND CINEMA,13.0,143,11
MORNINGSIDE AND CORONA,17.0,119,7
MORNINGSIDE AND CUMBER,5.2,26,5
MORNINGSIDE AND DANZIG,81.0,486,6
MORNINGSIDE AND DAZING,10.0,10,1
MORNINGSIDE AND DURIE,328.3333333333333,985,3
MORNINGSIDE AND ELLESE,8.0,8,1
MORNINGSIDE AND ELLESM,16.43820224719101,1463,89
MORNINGSIDE AND FICNH,15.0,15,1
MORNINGSIDE AND FINCH,9.805309734513274,1108,113
MORNINGSIDE AND FINH,10.0,10,1
MORNINGSIDE AND FORDOV,8.0,16,2
MORNINGSIDE AND GORE W,202.0,202,1
MORNINGSIDE AND GREYAB,10.0,10,1
MORNINGSIDE AND GUILDW,10.0,10,1
MORNINGSIDE AND HALFWA,7.428571428571429,52,7
MORNINGSIDE AND HIGHWA,8.666666666666666,26,3
MORNINGSIDE AND HWY 40,8.5,17,2
MORNINGSIDE AND JOHN S,8.0,64,8
MORNINGSIDE AND KINGST,17.029411764705884,579,34
MORNINGSIDE AND LAVINI,12.5,25,2
MORNINGSIDE AND LAWREN,12.45945945945946,461,37
MORNINGSIDE AND LING,9.0,18,2
MORNINGSIDE AND MCLAVI,0.0,0,1
MORNINGSIDE AND MCLEVI,28.705882352941178,488,17
MORNINGSIDE AND MCNICO,15.0,15,1
MORNINGSIDE AND MILITA,40.421052631578945,768,19
MORNINGSIDE AND MILNER,16.0,256,16
MORNINGSIDE AND MILTAR,10.0,10,1
MORNINGSIDE AND MORNIN,12.333333333333334,74,6
MORNINGSIDE AND N OF P,9.0,9,1
MORNINGSIDE AND NEILSO,7.571428571428571,53,7
MORNINGSIDE AND NETHER,20.0,20,1
MORNINGSIDE AND NIGHST,12.5,25,2
MORNINGSIDE AND NIGHTS,20.885714285714286,731,35
MORNINGSIDE AND OASIS,32.0,64,2
MORNINGSIDE AND OLD FI,20.676470588235293,703,34
MORNINGSIDE AND PAN AM,4.8,24,5
MORNINGSIDE AND PASSMO,9.375,1200,128
MORNINGSIDE AND PIXLEY,10.0,10,1
MORNINGSIDE AND PLAINT,8.0,16,2
MORNINGSIDE AND PLANTA,10.2,51,5
MORNINGSIDE AND PROGRE,12.0,12,1
MORNINGSIDE AND PSSMOR,10.0,10,1
MORNINGSIDE AND RUNNYM,198.0,990,5
MORNINGSIDE AND SEWELL,20.923076923076923,272,13
MORNINGSIDE AND SHEPPA,10.770491803278688,657,61
MORNINGSIDE AND SHEPPR,10.0,10,1
MORNINGSIDE AND STAINE,13.378378378378379,495,37
MORNINGSIDE AND STAINS,12.0,48,4
MORNINGSIDE AND STEELE,8.3125,133,16
MORNINGSIDE AND STELLE,10.0,10,1
MORNINGSIDE AND SWELLS,8.0,8,1
MORNINGSIDE AND TAMS,79.66666666666667,239,3
MORNINGSIDE AND TAPSCO,10.0,10,1
MORNINGSIDE AND TEFFT,10.0,10,1
MORNINGSIDE AND TEFT,8.0,8,1
MORNINGSIDE AND WALKWA,15.0,30,2
MORNINGSIDE AND WARDEN,6.0,6,1
MORNINGSIDE AND WARNSW,28.833333333333332,173,6
MORNINGSIDE AND WINDER,10.0,30,3
MORNINGSIDE ANDSTAINES,20.0,20,1
MORNINGSIDE AT KINGSTO,0.0,0,1
MORNINGSIDE AVE,8.0,8,1
MORNINGSIDE AVE AND N,78.0,156,2
MORNINGSIDE AVE AND PA,0.0,0,1
MORNINGSIDE AVENUE AND,0.0,0,1
MORNINGSIDE SOUTH OF S,8.0,8,1
MORNINGSTAR AND AIRPOR,20.0,40,2
MORNINGSTAR AND CATALP,171.0,171,1
MORNINGSTAR AND GORE W,36.0,36,1
MORNINGSTAR AND GOREWA,17.333333333333332,52,3
MORNINGSTAR AND MCNICO,0.0,0,1
MORNINGSTAR AND NIGHTS,8.0,8,1
MORNINGSTAR DR AND COL,20.0,20,1
MORNINGVIEW AND LITTLE,4.0,4,1
MORNINGVIEW AND MORNIN,10.375,83,8
MORNINGVIEW AND OLD FI,16.214285714285715,227,14
MORNINGVIEW AND RANGEL,13.0,13,1
MORNINGVIEW AND SEWELL,51.666666666666664,310,6
MORNINGVIEW TR AND GEN,26.0,26,1
MORNINGVIEW TRAIL AND,19.923076923076923,518,26
MORNINSIDE AND JOHN ST,16.0,16,1
MORNNGSIDE SOUTH OF MO,13.0,13,1
MORRISH AND ELLESMERE,11.476190476190476,241,21
MORRISH RD AND ELLESME,12.0,12,1
MORTIMER AND CARLAW,22.0,110,5
MORTIMER AND COXWELL,19.333333333333332,58,3
MORTIMER AND DONLANDS,20.0,60,3
MORTIMER AND GREENWOOD,17.666666666666668,53,3
MORTIMER AND INWOOD,37.0,111,3
MORTIMER AND LINSMORE,18.0,18,1
MORTIMER AND LOGAN AVE,20.0,20,1
MORTIMER AND PAPE,60.0,480,8
MORTIMER AND ROOSEVELT,18.0,18,1
MORTIMER AND WOODBINE,19.25,77,4
MOUN DENNIS GARAGE,12.0,12,1
MOUNT DENIS GARAGE,0.0,0,1
MOUNT DENNIS,9.333333333333334,56,6
MOUNT DENNIS DIV BUS S,15.0,15,1
MOUNT DENNIS DIVISION,10.777777777777779,291,27
MOUNT DENNIS DIVISON,10.0,10,1
MOUNT DENNIS GARAGE,11.178861788617887,2750,246
MOUNT DENNIS GARAGE -,0.0,0,1
MOUNT DENNIS GARGAE,10.0,10,1
MOUNT DENNIS GO / UP,22.0,22,1
MOUNT DENNIS LRT STATI,21.333333333333332,64,3
MOUNT DENNIS STATION,16.82051282051282,656,39
MOUNT DENNIS STATION T,0.0,0,1
MOUNT DENNIS TRAFFIC O,0.0,0,1
MOUNT OLIVE STATION,16.0,16,1
MOUNT PLEASANT AND BEL,57.5,115,2
MOUNT PLEASANT AND BRO,20.0,20,1
MOUNT PLEASANT AND DAV,9.0,18,2
MOUNT PLEASANT AND DIN,0.0,0,1
MOUNT PLEASANT AND EGL,17.5,70,4
MOUNT PLEASANT AND GLE,9.0,18,2
MOUNT PLEASANT AND LAW,27.0,54,2
MOUNT PLEASANT AND MAN,25.0,25,1
MOUNT PLEASANT AND MER,28.5,57,2
MOUNT PLEASANT AND MIL,31.0,31,1
MOUNTCASTLE AND STEELE,10.0,10,1
MOUNTCASTLE GATE AND S,10.0,10,1
MOUT DENNIS GARAGE,22.0,22,1
MOWAT AND LIBERTY,30.0,30,1
MT CASTLE GATE AND STE,10.0,20,2
MT DEENIS GARAGE,10.0,10,1
MT DENNIS,15.0,30,2
MT DENNIS DIV,18.0,18,1
MT DENNIS DIV ( RUNNYM,24.0,24,1
MT DENNIS DIVISION,8.5,34,4
MT DENNIS GARAGE,12.4,434,35
MT DENNIS LRT STATION,15.0,15,1
MT DENNIS STATION,17.0,153,9
MT DENNIS STATION - LR,30.0,30,1
MT PLEASANT AND DAVISV,0.0,0,1
MT PLEASANT AND EGLINT,17.0,34,2
MT PLEASANT AND ERSKIN,21.0,21,1
MT PLEASANT AND GLEN E,25.0,25,1
MT PLEASANT AND GLENGO,54.0,108,2
MT PLEASANT AND LAWREN,12.666666666666666,38,3
MT PLEASANT AND MERTON,0.0,0,1
MT PLEASANT AND SOUDAN,20.0,20,1
MT PLEASANT AND ST CLA,412.0,412,1
MT PLEASANT AND TEDDIN,0.0,0,1
MT PLEASENT AND EGLINT,0.0,0,1
MT PLEASENT AND GLEN E,30.0,30,1
MT PLEASENT AND MILWOO,18.0,18,1
MT PLEASSANT AND ST LE,20.0,20,1
MT PLESANT AND BELSIZE,20.0,20,1
MT. DENNIS GARAGE,10.0,10,1
MT. PEASANT AND HEATH,25.0,25,1
MT. PLEASANT AND BELSI,20.0,20,1
MT. PLEASANT AND EGLIN,25.0,25,1
MT.DENNIS STATION,13.0,13,1
MULOCK AND HIRON,0.0,0,1
MULOCK AND HIRONS,44.0,44,1
MUMHAM GATE AND KENNED,320.0,320,1
MUNRO AND GERARD,25.0,25,1
MUNRO AND GERRARD,20.964285714285715,587,28
MURISON AND MILNER,15.0,30,2
MURISON AND SPLIT,24.0,24,1
MURRAY ROSS AND COLUMB,11.0,22,2
MURRAY ROSS AND HAYNES,8.0,8,1
MURRAY ROSS AND KEELE,30.0,30,1
MURRAY ROSS AND SENTIN,113.5,454,4
MURRAY ROSS AND STEELE,25.125,201,8
MURRAY ROSS PKWY AND C,10.0,10,1
MURRAY ROSS PKWY AND K,10.0,10,1
MURRAY ROSS PKWY AND L,12.0,12,1
MURRAY ROSS PKWY AND S,6.0,12,2
MURSION BOULEVARD AND,0.0,0,1
MUSEUM STATION,25.0,25,1
MVCOWAN AND SHEPPARD,22.0,22,1
N QUEEN AND QUEENSWAY,20.0,20,1
N SERVICE ROAD TO W EG,12.0,12,1
NASHDENE AND DYNAMIC,10.2,51,5
NASHDENE AND MARKHAM,12.0,12,1
NEIL AND MCNEIL H.S,20.0,20,1
NEILSON AND 401,10.0,10,1
NEILSON AND BERNER,0.0,0,1
NEILSON AND BLACKWATER,12.0,12,1
NEILSON AND CROW,14.5,29,2
NEILSON AND CROW TR,17.0,17,1
NEILSON AND CROW TRAIL,13.67741935483871,424,31
NEILSON AND CROW TRIAL,18.0,18,1
NEILSON AND ELLESMERE,13.8,69,5
NEILSON AND FINCH,13.666666666666666,82,6
NEILSON AND HWY 401,41.0,41,1
NEILSON AND KEELER,124.0,124,1
NEILSON AND MCLEVIN,32.42857142857143,227,7
NEILSON AND MCLEVIN (S,0.0,0,1
NEILSON AND MILITARY T,62.0,248,4
NEILSON AND MILNER,18.0,216,12
NEILSON AND MILTARY TR,15.0,15,1
NEILSON AND NEILSON PA,13.5,27,2
NEILSON AND OAKMEADOW,12.333333333333334,37,3
NEILSON AND PURPLE DUS,12.0,12,1
NEILSON AND PURPLEDUSK,163.0,163,1
NEILSON AND SEWELLS,15.0,15,1
NEILSON AND SHEPPARD,18.11111111111111,489,27
NEILSON AND TAPSCOTT,33.0,198,6
NEILSON AND TORHAM PLA,15.0,15,1
NEILSON AND WICKSON,49.0,98,2
NEILSON RD AND TOWN CE,15.0,15,1
NEILSON ROAD AND CROW,17.0,34,2
NEPTUEN AND HOTSPUR,50.0,50,1
NEPTUNE AND BATHURST,24.894736842105264,473,19
NEPTUNE AND BAYCREST,55.0,55,1
NEPTUNE AND RAJAH,49.0,245,5
NEPTUNE DRIVE AND BATH,0.0,0,1
NEPTURE AND BATHURST,0.0,0,1
NESS AND YORK MILLS,70.0,210,3
NEVILLE LOOP,0.0,0,1
NEW CASTLE AND ROYAL Y,30.0,30,1
NEW CHERRY AND COMMISS,10.0,10,1
NEW CHERRY AND LAKESHO,10.0,10,1
NEW CHERRY SOUTH OF LA,10.0,10,1
NEW CHERRY ST AND LAKE,0.0,0,1
NEW EGLINTON COMSTOCK,0.0,0,1
NEW GALE GATE AND TAPS,20.0,40,2
NEW GATE AND TAPSCOTT,56.0,56,1
NEW WEST MINSTER AND C,25.0,25,1
NEW WESTMINSTER AND BA,25.166666666666668,151,6
NEW WESTMINSTER AND BE,0.0,0,4
NEW WESTMINSTER AND CE,0.0,0,1
NEWCASTLE AND AUDLEY,12.0,12,1
NEWCASTLE AND WINDSOR,18.5,37,2
NEWGALE AND FINCHDENE,22.5,90,4
NEWGALE GATE AND FINCH,13.125,105,8
NEWGATE AND FINCHDENE,0.0,0,1
NIELSON AND BERNER TRA,12.0,12,1
NIELSON AND CROW TRAIL,17.0,17,1
NIGHSTAR AND MORNINGSI,12.0,24,2
NIGHSTAR AND POGONIA,8.0,8,1
NIGHSTAR AND WHARNSBY,8.0,16,2
NIGHTSTAR AND CRANBERR,11.5,23,2
NIGHTSTAR AND MORNINGS,36.27272727272727,399,11
NIGHTSTAR AND POGONIA,9.0,18,2
NIGHTSTAR AND WHARNSBY,9.625,77,8
NINTH AND GARNET JANES,27.0,27,1
NO LOCATION,20.0,20,1
NO SERVICE BETWEEN KEN,90.0,90,1
NORELCO AND FENMAR,19.0,38,2
NORELCO AND ORMONT,96.0,96,1
NORFINCH AND FINCH,20.0,40,2
NORFINCH AND STEELES,7.0,7,1
NORLECO AND FENMAR,113.0,226,2
NORSEMAN AND ISLINGTON,15.0,15,1
NORTH HUMBER LAND AND,0.0,0,1
NORTH HUMBERLAND AND O,20.0,20,1
NORTH HUMBERLAND AND P,0.0,0,1
NORTH HUMBERLAND PLAYG,10.0,10,1
NORTH OF SPADINA STATI,30.0,30,1
NORTH QUEEN AND ATOMIC,14.5,29,2
NORTH QUEEN AND INDEX,20.0,60,3
NORTH QUEEN AND KIPLIN,8.5,17,2
NORTH QUEEN AND MANSTO,17.0,34,2
NORTH QUEEN AND MEDULL,13.0,13,1
NORTH QUEEN AND NOVA,15.0,30,2
NORTH QUEEN AND NOVA R,15.0,15,1
NORTH QUEEN AND QUEENS,22.5,90,4
NORTH QUEEN AND QUEESW,384.0,384,1
